ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,calculated_property_age,investment_score,good_investment,future_price_5yrs
83117,Jharkhand,Ranchi,Locality_111,Villa,2,3289,325.74,0.1,2020,Unfurnished,30,20,5,6,3,,Yes,Yes,"Playground, Garden, Clubhouse, Gym, Pool",West,Builder,Ready_to_Move,5,,0,
195763,Uttar Pradesh,Lucknow,Locality_366,Apartment,5,3943,455.95,0.12,2000,Unfurnished,29,20,25,3,8,,Yes,No,"Playground, Pool, Clubhouse",South,Owner,Under_Construction,25,,0,
132770,Karnataka,Mysore,Locality_94,Apartment,2,3268,457.14,0.14,1997,Unfurnished,22,14,28,4,3,,Yes,Yes,"Playground, Garden, Gym, Clubhouse, Pool",South,Owner,Ready_to_Move,28,,0,
90063,Odisha,Cuttack,Locality_499,Villa,2,2937,339.72,0.12,1991,Semi-furnished,1,25,34,3,2,,Yes,Yes,"Playground, Clubhouse, Pool, Gym, Garden",South,Owner,Under_Construction,34,,0,
220680,Bihar,Gaya,Locality_276,Apartment,2,868,83.24,0.1,2020,Unfurnished,10,25,5,5,9,,No,No,"Clubhouse, Gym, Playground, Pool",East,Owner,Ready_to_Move,5,,0,
31778,Punjab,Ludhiana,Locality_122,Villa,1,2983,270.98,0.09,2009,Furnished,8,23,16,3,2,,No,Yes,"Pool, Garden, Clubhouse",South,Builder,Under_Construction,16,,0,
5903,Madhya Pradesh,Bhopal,Locality_105,Independent House,4,4065,392.83,0.1,2023,Semi-furnished,27,27,2,7,10,,No,No,"Garden, Gym",North,Owner,Under_Construction,2,,0,
215402,Punjab,Amritsar,Locality_16,Villa,5,4506,462.35,0.1,1996,Unfurnished,2,6,29,2,5,,Yes,No,"Clubhouse, Playground",North,Owner,Ready_to_Move,29,,0,
223483,Jharkhand,Ranchi,Locality_446,Apartment,4,1936,80.55,0.04,2015,Semi-furnished,0,19,10,3,9,,Yes,Yes,"Garden, Clubhouse, Pool, Gym, Playground",South,Owner,Under_Construction,10,,0,
111435,Haryana,Faridabad,Locality_277,Villa,1,2020,88.62,0.04,2021,Unfurnished,2,16,4,5,7,,No,No,"Clubhouse, Pool, Garden",North,Broker,Under_Construction,4,,0,
220540,Delhi,Dwarka,Locality_193,Villa,1,930,196.66,0.21,2000,Furnished,4,21,25,6,3,,No,No,"Playground, Clubhouse, Pool, Garden",North,Builder,Under_Construction,25,,0,
248652,Punjab,Ludhiana,Locality_213,Villa,2,3720,284.98,0.08,2008,Unfurnished,3,5,17,8,1,,No,Yes,Gym,South,Broker,Under_Construction,17,,0,
161177,Uttarakhand,Dehradun,Locality_1,Independent House,4,1042,215.5,0.21,1990,Semi-furnished,26,22,35,1,5,,No,Yes,"Gym, Garden, Playground",South,Broker,Under_Construction,35,,0,
197281,Maharashtra,Mumbai,Locality_456,Apartment,2,2718,85.76,0.03,1995,Unfurnished,25,12,30,6,2,,Yes,No,"Gym, Pool, Garden, Clubhouse",North,Builder,Under_Construction,30,,0,
49155,Bihar,Gaya,Locality_490,Villa,1,556,438.61,0.79,2017,Unfurnished,20,26,8,2,1,,No,No,Garden,East,Builder,Ready_to_Move,8,,0,
15159,Punjab,Amritsar,Locality_467,Independent House,5,4169,305.53,0.07,1991,Unfurnished,12,27,34,2,4,,No,No,"Playground, Gym, Pool, Garden, Clubhouse",North,Owner,Ready_to_Move,34,,0,
217096,Haryana,Gurgaon,Locality_406,Independent House,2,3060,493.23,0.16,1991,Semi-furnished,26,14,34,3,8,,No,No,"Clubhouse, Playground",North,Broker,Ready_to_Move,34,,0,
123286,Telangana,Hyderabad,Locality_148,Apartment,1,3928,44.64,0.01,2014,Unfurnished,30,13,11,2,3,,No,Yes,"Playground, Clubhouse, Pool, Gym, Garden",North,Owner,Under_Construction,11,,0,
156716,Andhra Pradesh,Vishakhapatnam,Locality_143,Independent House,4,637,291.42,0.46,2016,Furnished,9,22,9,5,6,,Yes,Yes,"Playground, Garden, Clubhouse, Pool",West,Builder,Ready_to_Move,9,,0,
191876,Punjab,Ludhiana,Locality_59,Apartment,4,921,335.74,0.36,1995,Semi-furnished,9,22,30,3,1,,No,Yes,"Clubhouse, Playground, Garden, Gym, Pool",South,Broker,Under_Construction,30,,0,
84553,Chhattisgarh,Bilaspur,Locality_422,Villa,2,4403,283.89,0.06,2014,Furnished,27,11,11,6,9,,No,No,"Pool, Clubhouse, Garden, Playground, Gym",South,Broker,Under_Construction,11,,0,
245847,West Bengal,Kolkata,Locality_364,Independent House,1,898,415.28,0.46,2012,Unfurnished,1,6,13,6,3,,No,No,"Garden, Playground, Pool",West,Broker,Under_Construction,13,,0,
48245,Uttar Pradesh,Noida,Locality_75,Independent House,4,2735,83.54,0.03,2023,Unfurnished,3,21,2,1,10,,Yes,Yes,"Clubhouse, Gym, Playground, Garden, Pool",North,Owner,Under_Construction,2,,0,
92030,Uttar Pradesh,Noida,Locality_467,Villa,4,1622,469.26,0.29,2016,Semi-furnished,18,20,9,9,9,,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",East,Owner,Under_Construction,9,,0,
204507,Gujarat,Ahmedabad,Locality_287,Villa,3,1793,109.89,0.06,2019,Unfurnished,21,21,6,4,9,,No,No,"Playground, Pool, Clubhouse",North,Builder,Ready_to_Move,6,,0,
203719,Telangana,Warangal,Locality_289,Villa,2,3403,219.51,0.06,2001,Semi-furnished,2,18,24,5,2,,Yes,No,"Gym, Garden, Clubhouse",East,Broker,Under_Construction,24,,0,
108141,Chhattisgarh,Raipur,Locality_167,Independent House,2,979,314.69,0.32,1991,Unfurnished,28,30,34,4,3,,No,No,Playground,East,Owner,Ready_to_Move,34,,0,
204273,Karnataka,Mangalore,Locality_255,Independent House,4,1037,326.43,0.31,2015,Semi-furnished,12,23,10,1,10,,No,Yes,"Gym, Garden, Playground, Pool",North,Broker,Ready_to_Move,10,,0,
78751,Gujarat,Surat,Locality_236,Villa,5,2901,141.17,0.05,2018,Unfurnished,26,17,7,10,2,,Yes,Yes,"Clubhouse, Playground, Gym, Pool",North,Builder,Under_Construction,7,,0,
20535,Madhya Pradesh,Bhopal,Locality_141,Villa,2,4623,288.98,0.06,2013,Semi-furnished,18,30,12,8,5,,No,No,Pool,South,Builder,Under_Construction,12,,0,
218249,Uttarakhand,Haridwar,Locality_289,Independent House,4,4953,136.38,0.03,2007,Furnished,9,14,18,3,2,,No,No,"Garden, Clubhouse, Playground, Gym, Pool",West,Broker,Under_Construction,18,,0,
98411,Assam,Guwahati,Locality_489,Apartment,1,510,75.89,0.15,1990,Semi-furnished,4,5,35,8,6,,No,No,"Pool, Playground, Garden, Clubhouse",West,Broker,Under_Construction,35,,0,
131684,Uttarakhand,Haridwar,Locality_202,Independent House,2,1719,15.44,0.01,2023,Furnished,26,2,2,7,9,,Yes,No,Playground,West,Builder,Under_Construction,2,,0,
65610,Uttar Pradesh,Noida,Locality_183,Apartment,4,3726,215.17,0.06,2022,Furnished,30,8,3,2,8,,Yes,Yes,"Playground, Pool, Garden",North,Owner,Under_Construction,3,,0,
20226,Uttarakhand,Haridwar,Locality_324,Villa,1,2966,200.34,0.07,2018,Furnished,30,11,7,6,4,,No,No,"Playground, Garden, Gym, Clubhouse, Pool",South,Builder,Under_Construction,7,,0,
235547,Karnataka,Bangalore,Locality_406,Villa,3,2133,31.38,0.01,2018,Semi-furnished,15,4,7,8,7,,Yes,Yes,"Clubhouse, Pool",East,Broker,Under_Construction,7,,0,
223799,Maharashtra,Mumbai,Locality_383,Independent House,5,1620,317.34,0.2,2003,Unfurnished,10,7,22,7,7,,No,Yes,"Clubhouse, Gym, Pool",South,Owner,Ready_to_Move,22,,0,
129537,West Bengal,Durgapur,Locality_42,Independent House,4,3033,398.53,0.13,2014,Semi-furnished,15,24,11,8,7,,No,No,"Playground, Pool, Clubhouse, Gym",East,Owner,Under_Construction,11,,0,
22058,Madhya Pradesh,Bhopal,Locality_50,Apartment,5,4701,343.6,0.07,2023,Furnished,28,28,2,4,1,,No,Yes,"Garden, Pool",West,Builder,Ready_to_Move,2,,0,
233968,Telangana,Warangal,Locality_127,Independent House,1,2171,21.93,0.01,1997,Semi-furnished,11,24,28,8,1,,No,No,Clubhouse,South,Broker,Under_Construction,28,,0,
230335,Assam,Guwahati,Locality_330,Apartment,3,1076,118.58,0.11,1990,Semi-furnished,16,20,35,9,6,,Yes,No,"Gym, Playground, Garden",South,Owner,Ready_to_Move,35,,0,
224098,Maharashtra,Pune,Locality_392,Apartment,5,2902,306.32,0.11,2004,Furnished,19,15,21,9,2,,No,Yes,Clubhouse,North,Owner,Under_Construction,21,,0,
206190,Andhra Pradesh,Vijayawada,Locality_189,Villa,3,1387,246.51,0.18,2020,Furnished,2,9,5,6,7,,Yes,Yes,"Clubhouse, Pool, Garden",East,Owner,Under_Construction,5,,0,
74627,Karnataka,Bangalore,Locality_164,Apartment,5,1598,380.58,0.24,1996,Semi-furnished,10,6,29,9,3,,Yes,No,Clubhouse,South,Broker,Ready_to_Move,29,,0,
51146,Tamil Nadu,Coimbatore,Locality_491,Villa,2,2718,203.98,0.08,1997,Semi-furnished,16,22,28,2,10,,Yes,Yes,"Playground, Gym, Garden, Pool, Clubhouse",South,Builder,Under_Construction,28,,0,
52913,Punjab,Amritsar,Locality_208,Villa,5,3881,263.5,0.07,2020,Furnished,7,8,5,4,6,,Yes,Yes,"Gym, Clubhouse, Pool, Garden, Playground",East,Broker,Ready_to_Move,5,,0,
167437,Jharkhand,Jamshedpur,Locality_238,Independent House,4,1695,29.31,0.02,2020,Furnished,22,21,5,4,9,,No,No,Pool,West,Owner,Ready_to_Move,5,,0,
12529,Delhi,Dwarka,Locality_321,Apartment,5,2526,250.54,0.1,2019,Unfurnished,24,1,6,4,1,,Yes,No,Garden,North,Owner,Under_Construction,6,,0,
208076,West Bengal,Durgapur,Locality_382,Apartment,2,4896,224.33,0.05,1991,Unfurnished,12,2,34,5,4,,Yes,No,"Playground, Clubhouse, Garden",North,Builder,Ready_to_Move,34,,0,
142851,Assam,Guwahati,Locality_445,Villa,5,774,232.81,0.3,2009,Semi-furnished,18,28,16,8,7,,No,No,Gym,West,Builder,Under_Construction,16,,0,
39433,Uttarakhand,Haridwar,Locality_424,Villa,1,4949,56.34,0.01,2005,Semi-furnished,1,18,20,2,5,,No,No,"Clubhouse, Pool, Playground, Gym, Garden",East,Builder,Under_Construction,20,,0,
16506,Madhya Pradesh,Bhopal,Locality_96,Villa,5,1122,291.8,0.26,1993,Unfurnished,6,2,32,6,4,,No,No,Playground,South,Builder,Under_Construction,32,,0,
29160,Delhi,Dwarka,Locality_65,Apartment,2,4069,301.51,0.07,2006,Furnished,19,30,19,5,10,,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",South,Owner,Under_Construction,19,,0,
232338,West Bengal,Durgapur,Locality_126,Apartment,3,619,477.54,0.77,1995,Unfurnished,23,29,30,8,6,,Yes,Yes,"Gym, Garden, Pool, Playground",North,Owner,Ready_to_Move,30,,0,
195661,Kerala,Trivandrum,Locality_104,Independent House,5,2542,132.35,0.05,1990,Unfurnished,10,18,35,9,5,,Yes,Yes,"Garden, Clubhouse, Gym, Pool, Playground",West,Owner,Under_Construction,35,,0,
211598,Andhra Pradesh,Vijayawada,Locality_298,Apartment,2,1475,258.49,0.18,1998,Furnished,3,29,27,10,7,,No,No,Clubhouse,North,Broker,Ready_to_Move,27,,0,
146424,Bihar,Patna,Locality_300,Independent House,4,2836,349.79,0.12,2001,Furnished,21,4,24,7,2,,Yes,Yes,Playground,North,Owner,Under_Construction,24,,0,
104668,Rajasthan,Jodhpur,Locality_253,Apartment,2,4443,47.91,0.01,1998,Furnished,14,15,27,5,2,,No,No,"Playground, Garden, Clubhouse",South,Owner,Ready_to_Move,27,,0,
221151,Uttar Pradesh,Noida,Locality_154,Apartment,4,4224,18.13,0.0,2015,Semi-furnished,10,28,10,7,5,,No,No,"Clubhouse, Garden, Playground",West,Owner,Under_Construction,10,,0,
67150,Punjab,Ludhiana,Locality_42,Apartment,1,2019,421.78,0.21,1990,Unfurnished,8,9,35,9,10,,No,No,"Gym, Playground, Garden",East,Builder,Ready_to_Move,35,,0,
148715,Assam,Silchar,Locality_75,Apartment,1,870,143.49,0.16,2000,Semi-furnished,10,16,25,1,10,,No,No,"Pool, Clubhouse",East,Owner,Under_Construction,25,,0,
24470,Maharashtra,Pune,Locality_180,Apartment,4,850,403.88,0.48,1993,Semi-furnished,8,12,32,6,7,,No,No,Gym,South,Owner,Under_Construction,32,,0,
14299,Assam,Silchar,Locality_336,Independent House,4,4051,439.44,0.11,2005,Semi-furnished,22,27,20,3,1,,No,No,"Clubhouse, Gym",East,Builder,Ready_to_Move,20,,0,
43914,Haryana,Gurgaon,Locality_497,Villa,2,2032,56.62,0.03,2010,Unfurnished,2,14,15,4,3,,No,No,"Garden, Playground",North,Builder,Ready_to_Move,15,,0,
133581,West Bengal,Kolkata,Locality_432,Apartment,5,2097,65.74,0.03,1996,Furnished,10,9,29,9,2,,Yes,Yes,Clubhouse,East,Builder,Under_Construction,29,,0,
158410,Gujarat,Surat,Locality_1,Villa,4,3679,305.0,0.08,2000,Unfurnished,6,22,25,4,10,,No,Yes,"Pool, Garden, Clubhouse, Gym, Playground",South,Builder,Under_Construction,25,,0,
85893,Jharkhand,Ranchi,Locality_168,Independent House,5,4721,30.45,0.01,2008,Unfurnished,23,28,17,2,3,,Yes,Yes,Pool,East,Broker,Under_Construction,17,,0,
119536,Jharkhand,Ranchi,Locality_116,Villa,3,2794,43.64,0.02,2020,Unfurnished,12,6,5,7,1,,No,Yes,"Clubhouse, Gym, Playground",North,Owner,Ready_to_Move,5,,0,
218980,Madhya Pradesh,Indore,Locality_389,Independent House,3,2312,68.67,0.03,1994,Semi-furnished,30,24,31,6,5,,Yes,No,"Clubhouse, Garden, Pool, Gym, Playground",South,Builder,Ready_to_Move,31,,0,
99041,Odisha,Bhubaneswar,Locality_151,Apartment,4,939,451.73,0.48,2004,Furnished,26,29,21,3,9,,Yes,No,"Playground, Gym, Pool, Clubhouse, Garden",North,Builder,Under_Construction,21,,0,
208847,Uttar Pradesh,Lucknow,Locality_151,Villa,4,1970,393.49,0.2,2017,Semi-furnished,21,5,8,7,3,,No,Yes,"Playground, Gym, Garden",East,Builder,Under_Construction,8,,0,
42808,Chhattisgarh,Raipur,Locality_198,Apartment,1,1464,438.75,0.3,1994,Semi-furnished,10,24,31,3,8,,Yes,No,"Pool, Garden, Playground, Clubhouse, Gym",South,Owner,Ready_to_Move,31,,0,
118670,West Bengal,Durgapur,Locality_466,Apartment,2,1245,368.2,0.3,2016,Unfurnished,29,20,9,5,9,,Yes,No,"Gym, Garden",West,Builder,Ready_to_Move,9,,0,
130332,Karnataka,Mangalore,Locality_37,Independent House,2,945,171.09,0.18,2020,Furnished,20,4,5,1,1,,No,Yes,"Gym, Clubhouse",East,Builder,Ready_to_Move,5,,0,
130932,Bihar,Patna,Locality_452,Apartment,2,946,260.82,0.28,2016,Unfurnished,22,13,9,1,5,,Yes,Yes,"Clubhouse, Gym, Garden, Pool, Playground",East,Builder,Ready_to_Move,9,,0,
36297,Rajasthan,Jaipur,Locality_435,Apartment,2,1256,313.51,0.25,2002,Semi-furnished,12,3,23,8,1,,Yes,No,"Gym, Pool",South,Builder,Ready_to_Move,23,,0,
221091,Karnataka,Bangalore,Locality_118,Villa,2,674,163.55,0.24,2007,Unfurnished,24,29,18,5,2,,Yes,No,"Pool, Gym, Clubhouse, Playground, Garden",East,Broker,Ready_to_Move,18,,0,
27824,West Bengal,Kolkata,Locality_436,Villa,1,2293,256.53,0.11,2007,Furnished,21,10,18,10,7,,No,No,"Garden, Pool, Playground, Gym",West,Broker,Under_Construction,18,,0,
100604,Haryana,Faridabad,Locality_164,Apartment,4,4891,156.93,0.03,1994,Furnished,17,7,31,1,5,,No,Yes,Gym,South,Owner,Ready_to_Move,31,,0,
167786,Madhya Pradesh,Indore,Locality_272,Apartment,3,1624,73.14,0.05,2016,Unfurnished,24,22,9,5,6,,Yes,Yes,"Playground, Gym",North,Owner,Under_Construction,9,,0,
209158,Bihar,Patna,Locality_310,Apartment,3,3934,278.5,0.07,2007,Unfurnished,7,28,18,7,4,,Yes,Yes,"Gym, Clubhouse",North,Broker,Under_Construction,18,,0,
51111,Rajasthan,Jodhpur,Locality_445,Independent House,1,1326,258.3,0.19,2008,Unfurnished,29,25,17,6,3,,Yes,No,"Garden, Clubhouse",West,Broker,Under_Construction,17,,0,
232899,Haryana,Gurgaon,Locality_458,Villa,4,3636,31.09,0.01,2010,Semi-furnished,24,19,15,5,6,,No,No,"Garden, Gym, Pool, Playground, Clubhouse",North,Builder,Ready_to_Move,15,,0,
70074,Jharkhand,Ranchi,Locality_346,Apartment,2,3180,240.42,0.08,2019,Unfurnished,25,18,6,3,9,,Yes,No,"Garden, Clubhouse",East,Owner,Ready_to_Move,6,,0,
200119,Jharkhand,Ranchi,Locality_428,Apartment,1,4025,145.45,0.04,2021,Semi-furnished,12,26,4,9,6,,No,Yes,"Playground, Garden, Pool, Clubhouse",East,Owner,Under_Construction,4,,0,
234381,Telangana,Hyderabad,Locality_304,Apartment,4,4205,298.59,0.07,1995,Unfurnished,13,12,30,1,3,,No,No,"Garden, Pool",West,Broker,Under_Construction,30,,0,
178217,Chhattisgarh,Bilaspur,Locality_54,Apartment,2,2209,353.59,0.16,2005,Furnished,10,8,20,2,2,,No,No,"Gym, Clubhouse",South,Owner,Under_Construction,20,,0,
3670,Odisha,Bhubaneswar,Locality_47,Independent House,5,2306,342.38,0.15,1994,Semi-furnished,11,26,31,6,5,,No,No,Pool,North,Builder,Ready_to_Move,31,,0,
175941,Chhattisgarh,Raipur,Locality_460,Independent House,5,4658,111.74,0.02,2020,Furnished,25,2,5,9,2,,Yes,Yes,Clubhouse,South,Broker,Under_Construction,5,,0,
97610,Uttarakhand,Haridwar,Locality_80,Independent House,3,3383,81.84,0.02,2007,Furnished,19,22,18,7,5,,Yes,No,"Clubhouse, Playground, Gym, Pool, Garden",North,Owner,Under_Construction,18,,0,
230495,Madhya Pradesh,Indore,Locality_492,Apartment,1,2799,462.71,0.17,2021,Furnished,5,30,4,10,8,,No,Yes,Clubhouse,East,Owner,Under_Construction,4,,0,
202634,Kerala,Trivandrum,Locality_440,Apartment,5,4585,185.41,0.04,2021,Unfurnished,25,30,4,9,4,,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",East,Builder,Ready_to_Move,4,,0,
139436,Kerala,Kochi,Locality_319,Villa,3,2069,354.07,0.17,2007,Semi-furnished,27,11,18,8,2,,Yes,No,"Clubhouse, Pool, Garden, Playground",East,Broker,Ready_to_Move,18,,0,
165438,Punjab,Amritsar,Locality_62,Villa,5,4756,337.95,0.07,2020,Unfurnished,25,3,5,9,9,,Yes,Yes,Clubhouse,East,Owner,Under_Construction,5,,0,
181041,Maharashtra,Nagpur,Locality_135,Villa,2,4094,209.05,0.05,2020,Semi-furnished,9,21,5,8,10,,No,Yes,"Playground, Gym, Clubhouse, Garden",South,Broker,Under_Construction,5,,0,
210683,Assam,Silchar,Locality_374,Apartment,2,3248,186.58,0.06,1998,Unfurnished,27,29,27,4,8,,No,No,Playground,East,Owner,Ready_to_Move,27,,0,
232467,Uttar Pradesh,Noida,Locality_145,Independent House,1,2302,283.33,0.12,2022,Semi-furnished,22,23,3,3,5,,No,No,"Playground, Pool, Clubhouse",West,Broker,Ready_to_Move,3,,0,
231167,Maharashtra,Nagpur,Locality_158,Apartment,1,1657,111.03,0.07,1997,Furnished,12,3,28,3,5,,No,Yes,"Garden, Clubhouse, Playground, Gym, Pool",North,Builder,Under_Construction,28,,0,
126857,Telangana,Hyderabad,Locality_42,Villa,2,2412,277.56,0.12,1990,Semi-furnished,30,28,35,9,7,,No,No,"Pool, Garden, Playground",West,Owner,Ready_to_Move,35,,0,
140408,Punjab,Amritsar,Locality_341,Villa,5,2427,302.37,0.12,2006,Unfurnished,11,11,19,2,5,,No,Yes,"Clubhouse, Playground",South,Builder,Ready_to_Move,19,,0,
97924,Haryana,Gurgaon,Locality_12,Villa,2,1822,211.04,0.12,2013,Semi-furnished,14,23,12,5,4,,Yes,Yes,"Clubhouse, Garden",North,Builder,Ready_to_Move,12,,0,
137882,Kerala,Kochi,Locality_122,Independent House,4,3802,483.61,0.13,1997,Unfurnished,9,9,28,9,4,,No,Yes,"Gym, Clubhouse, Pool, Playground",South,Owner,Ready_to_Move,28,,0,
130268,Maharashtra,Pune,Locality_317,Apartment,3,4524,245.82,0.05,1992,Unfurnished,19,1,33,4,9,,No,Yes,"Gym, Garden, Clubhouse",South,Broker,Under_Construction,33,,0,
208281,Tamil Nadu,Coimbatore,Locality_405,Villa,2,3448,141.39,0.04,2006,Semi-furnished,2,18,19,1,8,,No,No,Pool,East,Broker,Ready_to_Move,19,,0,
180826,Uttarakhand,Dehradun,Locality_452,Apartment,2,2207,446.64,0.2,2019,Furnished,21,11,6,5,6,,No,No,"Gym, Pool",North,Broker,Ready_to_Move,6,,0,
32400,Andhra Pradesh,Vijayawada,Locality_489,Villa,5,901,121.33,0.13,2009,Semi-furnished,2,24,16,7,7,,Yes,Yes,"Clubhouse, Garden, Pool, Gym, Playground",West,Builder,Under_Construction,16,,0,
76473,Assam,Silchar,Locality_324,Apartment,2,2011,24.56,0.01,2005,Unfurnished,29,26,20,6,10,,No,Yes,"Clubhouse, Pool, Garden, Playground, Gym",West,Builder,Ready_to_Move,20,,0,
15918,Jharkhand,Ranchi,Locality_183,Villa,2,3257,40.65,0.01,2004,Unfurnished,27,8,21,2,9,,No,Yes,"Gym, Pool, Playground, Clubhouse",West,Broker,Under_Construction,21,,0,
52419,Karnataka,Bangalore,Locality_270,Independent House,1,4143,431.09,0.1,1995,Semi-furnished,18,22,30,1,4,,Yes,No,"Pool, Playground",South,Builder,Under_Construction,30,,0,
174867,West Bengal,Kolkata,Locality_199,Apartment,2,4325,186.37,0.04,1995,Semi-furnished,24,17,30,8,5,,No,No,"Clubhouse, Garden, Pool",West,Broker,Under_Construction,30,,0,
99545,Uttarakhand,Haridwar,Locality_382,Independent House,4,1020,276.81,0.27,1993,Semi-furnished,7,3,32,1,9,,Yes,Yes,"Playground, Garden, Clubhouse, Gym, Pool",North,Broker,Under_Construction,32,,0,
208784,Gujarat,Ahmedabad,Locality_231,Apartment,4,3852,439.43,0.11,2003,Furnished,0,15,22,8,2,,No,No,"Pool, Gym, Playground, Clubhouse",West,Owner,Under_Construction,22,,0,
65855,Delhi,Dwarka,Locality_296,Apartment,5,4598,267.65,0.06,2020,Furnished,4,10,5,3,9,,Yes,Yes,"Gym, Garden",North,Broker,Under_Construction,5,,0,
116170,Andhra Pradesh,Vishakhapatnam,Locality_175,Independent House,1,1422,167.62,0.12,1994,Semi-furnished,29,4,31,1,9,,Yes,No,"Pool, Clubhouse",South,Owner,Under_Construction,31,,0,
242747,West Bengal,Durgapur,Locality_252,Independent House,1,1456,50.27,0.03,2009,Furnished,23,30,16,3,2,,Yes,No,"Garden, Clubhouse, Pool",East,Broker,Ready_to_Move,16,,0,
151453,Chhattisgarh,Bilaspur,Locality_364,Villa,5,4452,219.06,0.05,2015,Furnished,25,14,10,9,9,,Yes,No,"Playground, Pool, Clubhouse",East,Builder,Ready_to_Move,10,,0,
4096,Kerala,Trivandrum,Locality_388,Villa,5,2465,70.95,0.03,2014,Semi-furnished,24,27,11,2,7,,No,Yes,"Pool, Playground, Clubhouse",South,Broker,Under_Construction,11,,0,
96390,Madhya Pradesh,Bhopal,Locality_102,Apartment,5,2650,48.79,0.02,2021,Furnished,12,25,4,5,10,,No,Yes,Gym,East,Broker,Under_Construction,4,,0,
201192,Uttar Pradesh,Lucknow,Locality_396,Independent House,3,692,374.96,0.54,2008,Furnished,14,20,17,10,5,,No,No,"Garden, Playground, Gym",East,Broker,Ready_to_Move,17,,0,
244633,Rajasthan,Jodhpur,Locality_92,Independent House,1,1120,408.91,0.37,2005,Furnished,16,25,20,2,1,,Yes,No,"Playground, Pool, Gym, Garden",North,Broker,Ready_to_Move,20,,0,
161501,Delhi,New Delhi,Locality_486,Villa,1,2070,198.71,0.1,2005,Furnished,20,30,20,2,10,,Yes,Yes,"Playground, Pool, Gym",North,Owner,Ready_to_Move,20,,0,
46147,Andhra Pradesh,Vishakhapatnam,Locality_163,Villa,3,976,213.86,0.22,1998,Furnished,19,2,27,10,8,,No,Yes,"Pool, Clubhouse, Garden, Playground",West,Broker,Under_Construction,27,,0,
54904,Uttarakhand,Dehradun,Locality_40,Independent House,3,2884,248.62,0.09,2006,Unfurnished,9,29,19,2,1,,No,Yes,"Playground, Clubhouse, Pool, Garden",West,Broker,Ready_to_Move,19,,0,
156902,Maharashtra,Pune,Locality_185,Villa,4,3286,414.74,0.13,2023,Unfurnished,27,13,2,7,10,,Yes,Yes,"Playground, Pool, Gym, Clubhouse",West,Broker,Under_Construction,2,,0,
47252,Uttar Pradesh,Noida,Locality_276,Villa,1,741,149.75,0.2,2016,Unfurnished,28,27,9,9,9,,No,No,"Pool, Garden, Playground, Clubhouse, Gym",West,Builder,Under_Construction,9,,0,
162437,Haryana,Gurgaon,Locality_395,Apartment,2,4993,181.8,0.04,2007,Furnished,22,13,18,5,2,,No,No,Pool,East,Builder,Under_Construction,18,,0,
85781,Jharkhand,Jamshedpur,Locality_400,Apartment,5,4164,17.67,0.0,2015,Furnished,20,12,10,8,1,,Yes,Yes,Gym,South,Owner,Under_Construction,10,,0,
236217,Andhra Pradesh,Vishakhapatnam,Locality_65,Apartment,3,2150,324.78,0.15,2000,Semi-furnished,14,18,25,1,9,,Yes,No,"Clubhouse, Pool, Gym, Garden",South,Broker,Under_Construction,25,,0,
4363,Tamil Nadu,Coimbatore,Locality_439,Independent House,5,516,136.58,0.26,2003,Furnished,16,24,22,8,7,,Yes,Yes,"Clubhouse, Playground",North,Broker,Under_Construction,22,,0,
31901,Punjab,Amritsar,Locality_417,Apartment,1,1748,403.38,0.23,2010,Semi-furnished,23,5,15,10,9,,No,No,"Clubhouse, Playground, Gym",East,Owner,Under_Construction,15,,0,
192192,Uttarakhand,Haridwar,Locality_476,Apartment,5,4131,130.79,0.03,2011,Unfurnished,15,13,14,10,3,,No,Yes,"Garden, Clubhouse, Playground, Pool, Gym",West,Builder,Under_Construction,14,,0,
243255,Delhi,Dwarka,Locality_422,Apartment,2,2443,416.43,0.17,2005,Furnished,3,13,20,3,4,,Yes,No,"Pool, Playground, Clubhouse, Garden, Gym",East,Builder,Ready_to_Move,20,,0,
